Sublibrary,Gene_symbol,Entrez_ID
Kinases/Phosphatases/Drug Targets,,10667
Kinases/Phosphatases/Drug Targets,,2053
Kinases/Phosphatases/Drug Targets,,115024
Kinases/Phosphatases/Drug Targets,,1791
Kinases/Phosphatases/Drug Targets,,3074
Kinases/Phosphatases/Drug Targets,,353
Kinases/Phosphatases/Drug Targets,,6714
Kinases/Phosphatases/Drug Targets,,197021
Kinases/Phosphatases/Drug Targets,,55902
Kinases/Phosphatases/Drug Targets,,5277
Kinases/Phosphatases/Drug Targets,,4294
Kinases/Phosphatases/Drug Targets,,9957
Kinases/Phosphatases/Drug Targets,,51179
Kinases/Phosphatases/Drug Targets,,57144
Kinases/Phosphatases/Drug Targets,,65267
Kinases/Phosphatases/Drug Targets,,6017
Kinases/Phosphatases/Drug Targets,,2905
Kinases/Phosphatases/Drug Targets,,3676
Kinases/Phosphatases/Drug Targets,,7264
Kinases/Phosphatases/Drug Targets,,3656
Kinases/Phosphatases/Drug Targets,,64802
Kinases/Phosphatases/Drug Targets,,8497
Kinases/Phosphatases/Drug Targets,,11011
Kinases/Phosphatases/Drug Targets,,1622
Kinases/Phosphatases/Drug Targets,,1376
Kinases/Phosphatases/Drug Targets,,6541
Kinases/Phosphatases/Drug Targets,,25865
Kinases/Phosphatases/Drug Targets,,5009
Kinases/Phosphatases/Drug Targets,,25930
Kinases/Phosphatases/Drug Targets,,8604
Kinases/Phosphatases/Drug Targets,,440275
Kinases/Phosphatases/Drug Targets,,6725
Kinases/Phosphatases/Drug Targets,,5352
Kinases/Phosphatases/Drug Targets,,4593
Kinases/Phosphatases/Drug Targets,,3460
Kinases/Phosphatases/Drug Targets,,5532
Kinases/Phosphatases/Drug Targets,,3419
Kinases/Phosphatases/Drug Targets,,4216
Kinases/Phosphatases/Drug Targets,,8382
Kinases/Phosphatases/Drug Targets,,5153
Kinases/Phosphatases/Drug Targets,,55821
Kinases/Phosphatases/Drug Targets,,11188
Kinases/Phosphatases/Drug Targets,,4883
Kinases/Phosphatases/Drug Targets,,55359
Kinases/Phosphatases/Drug Targets,,8711
Kinases/Phosphatases/Drug Targets,,1725
Kinases/Phosphatases/Drug Targets,,149420
Kinases/Phosphatases/Drug Targets,,5351
Kinases/Phosphatases/Drug Targets,,79646
Kinases/Phosphatases/Drug Targets,,6275
Kinases/Phosphatases/Drug Targets,,818
Kinases/Phosphatases/Drug Targets,,54210
Kinases/Phosphatases/Drug Targets,,5297
Kinases/Phosphatases/Drug Targets,,1120
Kinases/Phosphatases/Drug Targets,,130399
Kinases/Phosphatases/Drug Targets,,100533105
Kinases/Phosphatases/Drug Targets,,1036
Kinases/Phosphatases/Drug Targets,,27036
Kinases/Phosphatases/Drug Targets,,83549
Kinases/Phosphatases/Drug Targets,,5063
Kinases/Phosphatases/Drug Targets,,1558
Kinases/Phosphatases/Drug Targets,,23012
Kinases/Phosphatases/Drug Targets,,6566
Kinases/Phosphatases/Drug Targets,,51611
Kinases/Phosphatases/Drug Targets,,4728
Kinases/Phosphatases/Drug Targets,,7416
Kinases/Phosphatases/Drug Targets,,5260
Kinases/Phosphatases/Drug Targets,,84451
Kinases/Phosphatases/Drug Targets,,2242
Kinases/Phosphatases/Drug Targets,,8973
Kinases/Phosphatases/Drug Targets,,7299
Kinases/Phosphatases/Drug Targets,,51205
Kinases/Phosphatases/Drug Targets,,129285
Kinases/Phosphatases/Drug Targets,,5218
Kinases/Phosphatases/Drug Targets,,10454
Kinases/Phosphatases/Drug Targets,,5151
Kinases/Phosphatases/Drug Targets,,3815
Kinases/Phosphatases/Drug Targets,,54935
Kinases/Phosphatases/Drug Targets,,91703
Kinases/Phosphatases/Drug Targets,,256356
Kinases/Phosphatases/Drug Targets,,130749
Kinases/Phosphatases/Drug Targets,,5500
Kinases/Phosphatases/Drug Targets,,5793
Kinases/Phosphatases/Drug Targets,,2743
Kinases/Phosphatases/Drug Targets,,7957
Kinases/Phosphatases/Drug Targets,,6041
Kinases/Phosphatases/Drug Targets,,4702
Kinases/Phosphatases/Drug Targets,,11034
Kinases/Phosphatases/Drug Targets,,759
Kinases/Phosphatases/Drug Targets,,6286
Kinases/Phosphatases/Drug Targets,,699
Kinases/Phosphatases/Drug Targets,,912
Kinases/Phosphatases/Drug Targets,,27232
Kinases/Phosphatases/Drug Targets,,9479
Kinases/Phosphatases/Drug Targets,,147746
Kinases/Phosphatases/Drug Targets,,5156
Kinases/Phosphatases/Drug Targets,,5796
Kinases/Phosphatases/Drug Targets,,3563
Kinases/Phosphatases/Drug Targets,,27095
Kinases/Phosphatases/Drug Targets,,3176
Kinases/Phosphatases/Drug Targets,,8732
Kinases/Phosphatases/Drug Targets,,29943
Kinases/Phosphatases/Drug Targets,,10110
Kinases/Phosphatases/Drug Targets,,814
Kinases/Phosphatases/Drug Targets,,9266
Kinases/Phosphatases/Drug Targets,,5269
Kinases/Phosphatases/Drug Targets,,347273
Kinases/Phosphatases/Drug Targets,,27
Kinases/Phosphatases/Drug Targets,,55867
Kinases/Phosphatases/Drug Targets,,1439
Kinases/Phosphatases/Drug Targets,,8997
Kinases/Phosphatases/Drug Targets,,4882
Kinases/Phosphatases/Drug Targets,,9463
Kinases/Phosphatases/Drug Targets,,728642
Kinases/Phosphatases/Drug Targets,,112464
Kinases/Phosphatases/Drug Targets,,8899
Kinases/Phosphatases/Drug Targets,,4723
Kinases/Phosphatases/Drug Targets,,10465
Kinases/Phosphatases/Drug Targets,,5831
Kinases/Phosphatases/Drug Targets,,57546
Kinases/Phosphatases/Drug Targets,,10166
Kinases/Phosphatases/Drug Targets,,84680
Kinases/Phosphatases/Drug Targets,,1606
Kinases/Phosphatases/Drug Targets,,5295
Kinases/Phosphatases/Drug Targets,,5567
Kinases/Phosphatases/Drug Targets,,8226
Kinases/Phosphatases/Drug Targets,,3459
Kinases/Phosphatases/Drug Targets,,1613
Kinases/Phosphatases/Drug Targets,,3251
Kinases/Phosphatases/Drug Targets,,151242
Kinases/Phosphatases/Drug Targets,,3155
Kinases/Phosphatases/Drug Targets,,23118
Kinases/Phosphatases/Drug Targets,,6476
Kinases/Phosphatases/Drug Targets,,4082
Kinases/Phosphatases/Drug Targets,,53354
Kinases/Phosphatases/Drug Targets,,5568
Kinases/Phosphatases/Drug Targets,,8576
Kinases/Phosphatases/Drug Targets,,54998
Kinases/Phosphatases/Drug Targets,,8575
Kinases/Phosphatases/Drug Targets,,4625
Kinases/Phosphatases/Drug Targets,,23235
Kinases/Phosphatases/Drug Targets,,1453
Kinases/Phosphatases/Drug Targets,,5291
Kinases/Phosphatases/Drug Targets,,145226
Kinases/Phosphatases/Drug Targets,,1644
Kinases/Phosphatases/Drug Targets,,51400
Kinases/Phosphatases/Drug Targets,,83903
Kinases/Phosphatases/Drug Targets,,168448
Kinases/Phosphatases/Drug Targets,,6853
Kinases/Phosphatases/Drug Targets,,1514
Kinases/Phosphatases/Drug Targets,,7204
Kinases/Phosphatases/Drug Targets,,57468
Kinases/Phosphatases/Drug Targets,,7084
Kinases/Phosphatases/Drug Targets,,847
Kinases/Phosphatases/Drug Targets,,57053
Kinases/Phosphatases/Drug Targets,,51422
Kinases/Phosphatases/Drug Targets,,1845
Kinases/Phosphatases/Drug Targets,,3633
Kinases/Phosphatases/Drug Targets,,10266
Kinases/Phosphatases/Drug Targets,,11315
Kinases/Phosphatases/Drug Targets,,8879
Kinases/Phosphatases/Drug Targets,,114783
Kinases/Phosphatases/Drug Targets,,3055
Kinases/Phosphatases/Drug Targets,,5775
Kinases/Phosphatases/Drug Targets,,80342
Kinases/Phosphatases/Drug Targets,,22853
Kinases/Phosphatases/Drug Targets,,3760
Kinases/Phosphatases/Drug Targets,,23542
Kinases/Phosphatases/Drug Targets,,8541
Kinases/Phosphatases/Drug Targets,,4717
Kinases/Phosphatases/Drug Targets,,90
Kinases/Phosphatases/Drug Targets,,7083
Kinases/Phosphatases/Drug Targets,,60490
Kinases/Phosphatases/Drug Targets,,2760
Kinases/Phosphatases/Drug Targets,,80271
Kinases/Phosphatases/Drug Targets,,10097
Kinases/Phosphatases/Drug Targets,,644
Kinases/Phosphatases/Drug Targets,,84152
Kinases/Phosphatases/Drug Targets,,54363
Kinases/Phosphatases/Drug Targets,,126328
Kinases/Phosphatases/Drug Targets,,25973
Kinases/Phosphatases/Drug Targets,,6558
Kinases/Phosphatases/Drug Targets,,1144
Kinases/Phosphatases/Drug Targets,,55577
Kinases/Phosphatases/Drug Targets,,5530
Kinases/Phosphatases/Drug Targets,,79858
Kinases/Phosphatases/Drug Targets,,5562
Kinases/Phosphatases/Drug Targets,,10020
Kinases/Phosphatases/Drug Targets,,5096
Kinases/Phosphatases/Drug Targets,,8396
Kinases/Phosphatases/Drug Targets,,55224
Kinases/Phosphatases/Drug Targets,,3779
Kinases/Phosphatases/Drug Targets,,93650
Kinases/Phosphatases/Drug Targets,,220004
Kinases/Phosphatases/Drug Targets,,382
Kinases/Phosphatases/Drug Targets,,118788
Kinases/Phosphatases/Drug Targets,,54776
Kinases/Phosphatases/Drug Targets,,140803
Kinases/Phosphatases/Drug Targets,,29922
Kinases/Phosphatases/Drug Targets,,5213
Kinases/Phosphatases/Drug Targets,,5230
Kinases/Phosphatases/Drug Targets,,5891
Kinases/Phosphatases/Drug Targets,,122481
Kinases/Phosphatases/Drug Targets,,8621
Kinases/Phosphatases/Drug Targets,,1456
Kinases/Phosphatases/Drug Targets,,2671
Kinases/Phosphatases/Drug Targets,,780
Kinases/Phosphatases/Drug Targets,,5786
Kinases/Phosphatases/Drug Targets,,1326
Kinases/Phosphatases/Drug Targets,,815
Kinases/Phosphatases/Drug Targets,,5287
Kinases/Phosphatases/Drug Targets,,5801
Kinases/Phosphatases/Drug Targets,,5163
Kinases/Phosphatases/Drug Targets,,53904
Kinases/Phosphatases/Drug Targets,,9625
Kinases/Phosphatases/Drug Targets,,8550
Kinases/Phosphatases/Drug Targets,,81027
Kinases/Phosphatases/Drug Targets,,1105
Kinases/Phosphatases/Drug Targets,,4729
Kinases/Phosphatases/Drug Targets,,162417
Kinases/Phosphatases/Drug Targets,,1187
Kinases/Phosphatases/Drug Targets,,5524
Kinases/Phosphatases/Drug Targets,,5510
Kinases/Phosphatases/Drug Targets,,32
Kinases/Phosphatases/Drug Targets,,6560
Kinases/Phosphatases/Drug Targets,,1493
Kinases/Phosphatases/Drug Targets,,2049
Kinases/Phosphatases/Drug Targets,,7442
Kinases/Phosphatases/Drug Targets,,5618
Kinases/Phosphatases/Drug Targets,,1043
Kinases/Phosphatases/Drug Targets,,1742
Kinases/Phosphatases/Drug Targets,,2892
Kinases/Phosphatases/Drug Targets,,65061
Kinases/Phosphatases/Drug Targets,,1468
Kinases/Phosphatases/Drug Targets,,150290
Kinases/Phosphatases/Drug Targets,,1363
Kinases/Phosphatases/Drug Targets,,5962
Kinases/Phosphatases/Drug Targets,,6793
Kinases/Phosphatases/Drug Targets,,8526
Kinases/Phosphatases/Drug Targets,,92
Kinases/Phosphatases/Drug Targets,,3998
Kinases/Phosphatases/Drug Targets,,10846
Kinases/Phosphatases/Drug Targets,,6713
Kinases/Phosphatases/Drug Targets,,1022
Kinases/Phosphatases/Drug Targets,,3757
Kinases/Phosphatases/Drug Targets,,2260
Kinases/Phosphatases/Drug Targets,,80025
Kinases/Phosphatases/Drug Targets,,51478
Kinases/Phosphatases/Drug Targets,,54822
Kinases/Phosphatases/Drug Targets,,9175
Kinases/Phosphatases/Drug Targets,,283455
Kinases/Phosphatases/Drug Targets,,29881
Kinases/Phosphatases/Drug Targets,,2050
Kinases/Phosphatases/Drug Targets,,56605
Kinases/Phosphatases/Drug Targets,,238
Kinases/Phosphatases/Drug Targets,,10396
Kinases/Phosphatases/Drug Targets,,6795
Kinases/Phosphatases/Drug Targets,,7360
Kinases/Phosphatases/Drug Targets,,1119
Kinases/Phosphatases/Drug Targets,,51776
Kinases/Phosphatases/Drug Targets,,306
Kinases/Phosphatases/Drug Targets,,8284
Kinases/Phosphatases/Drug Targets,,3948
Kinases/Phosphatases/Drug Targets,,5836
Kinases/Phosphatases/Drug Targets,,26524
Kinases/Phosphatases/Drug Targets,,79834
Kinases/Phosphatases/Drug Targets,,84687
Kinases/Phosphatases/Drug Targets,,4724
Kinases/Phosphatases/Drug Targets,,64066
Kinases/Phosphatases/Drug Targets,,92483
Kinases/Phosphatases/Drug Targets,,2891
Kinases/Phosphatases/Drug Targets,,5590
Kinases/Phosphatases/Drug Targets,,2028
Kinases/Phosphatases/Drug Targets,,909
Kinases/Phosphatases/Drug Targets,,80122
Kinases/Phosphatases/Drug Targets,,8001
Kinases/Phosphatases/Drug Targets,,50808
Kinases/Phosphatases/Drug Targets,,79751
Kinases/Phosphatases/Drug Targets,,79090
Kinases/Phosphatases/Drug Targets,,5799
Kinases/Phosphatases/Drug Targets,,389840
Kinases/Phosphatases/Drug Targets,,1329
Kinases/Phosphatases/Drug Targets,,4215
Kinases/Phosphatases/Drug Targets,,2011
Kinases/Phosphatases/Drug Targets,,1032
Kinases/Phosphatases/Drug Targets,,8445
Kinases/Phosphatases/Drug Targets,,2051
Kinases/Phosphatases/Drug Targets,,8854
Kinases/Phosphatases/Drug Targets,,5774
Kinases/Phosphatases/Drug Targets,,225689
Kinases/Phosphatases/Drug Targets,,2172
Kinases/Phosphatases/Drug Targets,,387266
Kinases/Phosphatases/Drug Targets,,6446
Kinases/Phosphatases/Drug Targets,,55361
Kinases/Phosphatases/Drug Targets,,6399
Kinases/Phosphatases/Drug Targets,,3786
Kinases/Phosphatases/Drug Targets,,55627
Kinases/Phosphatases/Drug Targets,,781
Kinases/Phosphatases/Drug Targets,,2047
Kinases/Phosphatases/Drug Targets,,640
Kinases/Phosphatases/Drug Targets,,53
Kinases/Phosphatases/Drug Targets,,5582
Kinases/Phosphatases/Drug Targets,,6389
Kinases/Phosphatases/Drug Targets,,3291
Kinases/Phosphatases/Drug Targets,,3420
Kinases/Phosphatases/Drug Targets,,5871
Kinases/Phosphatases/Drug Targets,,2346
Kinases/Phosphatases/Drug Targets,,9472
Kinases/Phosphatases/Drug Targets,,1072
Kinases/Phosphatases/Drug Targets,,1621
Kinases/Phosphatases/Drug Targets,,1841
Kinases/Phosphatases/Drug Targets,,197259
Kinases/Phosphatases/Drug Targets,,6273
Kinases/Phosphatases/Drug Targets,,6614
Kinases/Phosphatases/Drug Targets,,445
Kinases/Phosphatases/Drug Targets,,7296
Kinases/Phosphatases/Drug Targets,,1164
Kinases/Phosphatases/Drug Targets,,142910
Kinases/Phosphatases/Drug Targets,,8527
Kinases/Phosphatases/Drug Targets,,782
Kinases/Phosphatases/Drug Targets,,6282
Kinases/Phosphatases/Drug Targets,,22983
Kinases/Phosphatases/Drug Targets,,4921
Kinases/Phosphatases/Drug Targets,,4920
Kinases/Phosphatases/Drug Targets,,5577
Kinases/Phosphatases/Drug Targets,,55589
Kinases/Phosphatases/Drug Targets,,2901
Kinases/Phosphatases/Drug Targets,,79676
Kinases/Phosphatases/Drug Targets,,84446
Kinases/Phosphatases/Drug Targets,,2877
Kinases/Phosphatases/Drug Targets,,51755
Kinases/Phosphatases/Drug Targets,,54331
Kinases/Phosphatases/Drug Targets,,85366
Kinases/Phosphatases/Drug Targets,,373156
Kinases/Phosphatases/Drug Targets,,10797
Kinases/Phosphatases/Drug Targets,,3780
Kinases/Phosphatases/Drug Targets,,5502
Kinases/Phosphatases/Drug Targets,,942
Kinases/Phosphatases/Drug Targets,,1849
Kinases/Phosphatases/Drug Targets,,26873
Kinases/Phosphatases/Drug Targets,,50940
Kinases/Phosphatases/Drug Targets,,7001
Kinases/Phosphatases/Drug Targets,,2512
Kinases/Phosphatases/Drug Targets,,10290
Kinases/Phosphatases/Drug Targets,,51056
Kinases/Phosphatases/Drug Targets,,728635
Kinases/Phosphatases/Drug Targets,,11142
Kinases/Phosphatases/Drug Targets,,8722
Kinases/Phosphatases/Drug Targets,,4117
Kinases/Phosphatases/Drug Targets,,55351
Kinases/Phosphatases/Drug Targets,,983
Kinases/Phosphatases/Drug Targets,,139728
Kinases/Phosphatases/Drug Targets,,3702
Kinases/Phosphatases/Drug Targets,,29941
Kinases/Phosphatases/Drug Targets,,6509
Kinases/Phosphatases/Drug Targets,,80895
Kinases/Phosphatases/Drug Targets,,2628
Kinases/Phosphatases/Drug Targets,,58
Kinases/Phosphatases/Drug Targets,,7316
Kinases/Phosphatases/Drug Targets,,3140
Kinases/Phosphatases/Drug Targets,,4677
Kinases/Phosphatases/Drug Targets,,3749
Kinases/Phosphatases/Drug Targets,,23043
Kinases/Phosphatases/Drug Targets,,140901
Kinases/Phosphatases/Drug Targets,,9807
Kinases/Phosphatases/Drug Targets,,5229
Kinases/Phosphatases/Drug Targets,,6324
Kinases/Phosphatases/Drug Targets,,8428
Kinases/Phosphatases/Drug Targets,,5375
Kinases/Phosphatases/Drug Targets,,4722
Kinases/Phosphatases/Drug Targets,,55450
Kinases/Phosphatases/Drug Targets,,6534
Kinases/Phosphatases/Drug Targets,,9150
Kinases/Phosphatases/Drug Targets,,7075
Kinases/Phosphatases/Drug Targets,,1804
Kinases/Phosphatases/Drug Targets,,9424
Kinases/Phosphatases/Drug Targets,,57172
Kinases/Phosphatases/Drug Targets,,1610
Kinases/Phosphatases/Drug Targets,,6584
Kinases/Phosphatases/Drug Targets,,5593
Kinases/Phosphatases/Drug Targets,,10746
Kinases/Phosphatases/Drug Targets,,6317
Kinases/Phosphatases/Drug Targets,,4830
Kinases/Phosphatases/Drug Targets,,3561
Kinases/Phosphatases/Drug Targets,,3033
Kinases/Phosphatases/Drug Targets,,5217
Kinases/Phosphatases/Drug Targets,,776
Kinases/Phosphatases/Drug Targets,,403
Kinases/Phosphatases/Drug Targets,,51727
Kinases/Phosphatases/Drug Targets,,200959
Kinases/Phosphatases/Drug Targets,,6530
Kinases/Phosphatases/Drug Targets,,9517
Kinases/Phosphatases/Drug Targets,,142679
Kinases/Phosphatases/Drug Targets,,5334
Kinases/Phosphatases/Drug Targets,,158798
Kinases/Phosphatases/Drug Targets,,79705
Kinases/Phosphatases/Drug Targets,,3030
Kinases/Phosphatases/Drug Targets,,64419
Kinases/Phosphatases/Drug Targets,,89801
Kinases/Phosphatases/Drug Targets,,81706
Kinases/Phosphatases/Drug Targets,,3643
Kinases/Phosphatases/Drug Targets,,23761
Kinases/Phosphatases/Drug Targets,,2064
Kinases/Phosphatases/Drug Targets,,766
Kinases/Phosphatases/Drug Targets,,9371
Kinases/Phosphatases/Drug Targets,,25824
Kinases/Phosphatases/Drug Targets,,102157402
Kinases/Phosphatases/Drug Targets,,55500
Kinases/Phosphatases/Drug Targets,,3645
Kinases/Phosphatases/Drug Targets,,93
Kinases/Phosphatases/Drug Targets,,5573
Kinases/Phosphatases/Drug Targets,,205
Kinases/Phosphatases/Drug Targets,,5292
Kinases/Phosphatases/Drug Targets,,4342
Kinases/Phosphatases/Drug Targets,,7294
Kinases/Phosphatases/Drug Targets,,2045
Kinases/Phosphatases/Drug Targets,,23428
Kinases/Phosphatases/Drug Targets,,64748
Kinases/Phosphatases/Drug Targets,,567
Kinases/Phosphatases/Drug Targets,,284352
Kinases/Phosphatases/Drug Targets,,29924
Kinases/Phosphatases/Drug Targets,,8659
Kinases/Phosphatases/Drug Targets,,4594
Kinases/Phosphatases/Drug Targets,,3739
Kinases/Phosphatases/Drug Targets,,231
Kinases/Phosphatases/Drug Targets,,5610
Kinases/Phosphatases/Drug Targets,,55872
Kinases/Phosphatases/Drug Targets,,6815
Kinases/Phosphatases/Drug Targets,,2556
Kinases/Phosphatases/Drug Targets,,6259
Kinases/Phosphatases/Drug Targets,,4915
Kinases/Phosphatases/Drug Targets,,10873
Kinases/Phosphatases/Drug Targets,,10007
Kinases/Phosphatases/Drug Targets,,6506
Kinases/Phosphatases/Drug Targets,,5791
Kinases/Phosphatases/Drug Targets,,344387
Kinases/Phosphatases/Drug Targets,,57498
Kinases/Phosphatases/Drug Targets,,116447
Kinases/Phosphatases/Drug Targets,,2815
Kinases/Phosphatases/Drug Targets,,83942
Kinases/Phosphatases/Drug Targets,,5837
Kinases/Phosphatases/Drug Targets,,51060
Kinases/Phosphatases/Drug Targets,,2193
Kinases/Phosphatases/Drug Targets,,5534
Kinases/Phosphatases/Drug Targets,,5979
Kinases/Phosphatases/Drug Targets,,240
Kinases/Phosphatases/Drug Targets,,26191
Kinases/Phosphatases/Drug Targets,,1141
Kinases/Phosphatases/Drug Targets,,23178
Kinases/Phosphatases/Drug Targets,,1178
Kinases/Phosphatases/Drug Targets,,9465
Kinases/Phosphatases/Drug Targets,,292
Kinases/Phosphatases/Drug Targets,,6557
Kinases/Phosphatases/Drug Targets,,23395
Kinases/Phosphatases/Drug Targets,,1562
Kinases/Phosphatases/Drug Targets,,1021
Kinases/Phosphatases/Drug Targets,,9367
Kinases/Phosphatases/Drug Targets,,6583
Kinases/Phosphatases/Drug Targets,,57727
Kinases/Phosphatases/Drug Targets,,6626
Kinases/Phosphatases/Drug Targets,,6646
Kinases/Phosphatases/Drug Targets,,28996
Kinases/Phosphatases/Drug Targets,,16
Kinases/Phosphatases/Drug Targets,,79012
Kinases/Phosphatases/Drug Targets,,919
Kinases/Phosphatases/Drug Targets,,9943
Kinases/Phosphatases/Drug Targets,,3717
Kinases/Phosphatases/Drug Targets,,7016
Kinases/Phosphatases/Drug Targets,,152007
Kinases/Phosphatases/Drug Targets,,55066
Kinases/Phosphatases/Drug Targets,,6790
Kinases/Phosphatases/Drug Targets,,5565
Kinases/Phosphatases/Drug Targets,,7052
Kinases/Phosphatases/Drug Targets,,5578
Kinases/Phosphatases/Drug Targets,,2030
Kinases/Phosphatases/Drug Targets,,211
Kinases/Phosphatases/Drug Targets,,85443
Kinases/Phosphatases/Drug Targets,,509
Kinases/Phosphatases/Drug Targets,,10155
Kinases/Phosphatases/Drug Targets,,66036
Kinases/Phosphatases/Drug Targets,,11157
Kinases/Phosphatases/Drug Targets,,11213
Kinases/Phosphatases/Drug Targets,,5514
Kinases/Phosphatases/Drug Targets,,1198
Kinases/Phosphatases/Drug Targets,,122622
